"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"3921";"«Метро Коломенская», проспект Андропова (3921)";"37.66502916";"55.680277";"проспект Андропова";"Южный административный округ";"район Нагатинский Затон";"А670К; А724К; А751; А820";"Метро Коломенская";"";"да";"ГУП «Мосгортранс»";"активна";"889088619";"{type=Point, coordinates=[37.66502916, 55.680277]}";
"3922";"«Детский санаторий», Вербная улица (3922)";"37.7664632";"55.82648181";"Вербная улица";"Восточный административный округ";"район Метрогородок";"А3; А627К";"Детский санаторий";"";"да";"ГУП «Мосгортранс»";"активна";"889088620";"{type=Point, coordinates=[37.7664632, 55.82648181]}";
"3923";"«Техникум», Открытое шоссе (3923)";"37.75877062";"55.82480968";"Открытое шоссе";"Восточный административный округ";"район Метрогородок";"Тм13; Тм2; Тм29; Тм36";"Техникум";"";"да";"ГУП «Мосгортранс»";"активна";"889088621";"{type=Point, coordinates=[37.75877062, 55.82480968]}";
"3924";"«Метрогородок», Открытое шоссе (3924)";"37.75532705";"55.82301887";"Открытое шоссе";"Восточный административный округ";"район Метрогородок";"Тм13; Тм2; Тм29; Тм36";"Метрогородок";"";"да";"ГУП «Мосгортранс»";"активна";"889088622";"{type=Point, coordinates=[37.75532705, 55.82301887]}";
"3925";"«Тагильская ул.», Открытое шоссе (3925)";"37.75089068";"55.82072335";"Открытое шоссе";"Восточный административный округ";"район Метрогородок";"Тм13; Тм2; Тм29; Тм36";"Тагильская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088623";"{type=Point, coordinates=[37.75089068, 55.82072335]}";
"3926";"«Плодоовощной комбинат», Открытое шоссе (3926)";"37.74323705";"55.81750915";"Открытое шоссе";"Восточный административный округ";"район Метрогородок";"Тм13; Тм2; Тм29; Тм36";"Плодоовощной комбинат";"";"да";"ГУП «Мосгортранс»";"активна";"889088624";"{type=Point, coordinates=[37.74323705, 55.81750915]}";
"3927";"«9-я ул. Соколиной Горы», проспект Будённого (3927)";"37.72823028";"55.76962871";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"Тм34; Тм36";"9-я ул. Соколиной Горы";"";"нет";"";"активна";"889088625";"{type=Point, coordinates=[37.72823028, 55.76962871]}";
"3928";"«5-я ул. Соколиной Горы», проспект Будённого (3928)";"37.73478489";"55.76245806";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"А254; А469; А702; А730; АТ32";"5-я ул. Соколиной Горы";"";"да";"ГУП «Мосгортранс»";"активна";"889088626";"{type=Point, coordinates=[37.73478489, 55.76245806]}";
"3929";"«3-я ул. Соколиной Горы», проспект Будённого (3929)";"37.73690296";"55.76092506";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"А254; А469; А702; А730; АТ32";"3-я ул. Соколиной Горы";"";"да";"ГУП «Мосгортранс»";"активна";"889088627";"{type=Point, coordinates=[37.73690296, 55.76092506]}";
"3930";"«Компьютерный центр Буденовский», проспект Будённого (3930)";"37.73995193";"55.7573393";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"Тм34; Тм36";"Компьютерный центр Буденовский";"";"нет";"";"активна";"889088628";"{type=Point, coordinates=[37.73995193, 55.7573393]}";
"3931";"«Просп. Буденного», шоссе Энтузиастов (3931)";"37.74242292";"55.75676676";"шоссе Энтузиастов";"Восточный административный округ";"район Соколиная Гора";"Тм24; Тм34; Тм36; Тм37; Тм38";"Просп. Буденного";"";"да";"ГУП «Мосгортранс»";"активна";"889088629";"{type=Point, coordinates=[37.74242292, 55.75676676]}";
"3932";"«Метро Ш. Энтузиастов», шоссе Энтузиастов (3932)";"37.7525362095";"55.7585579298";"шоссе Энтузиастов";"Восточный административный округ";"район Соколиная Гора";"Тм24; Тм34; Тм36; Тм37; Тм38";"Метро Ш. Энтузиастов";"";"нет";"";"активна";"889088630";"{type=Point, coordinates=[37.7525362095, 55.7585579298]}";
"3933";"«Ул. Плеханова», шоссе Энтузиастов (3933)";"37.75660188";"55.75945168";"шоссе Энтузиастов";"Восточный административный округ";"район Перово";"Тм24; Тм34; Тм36; Тм37; Тм38";"Ул. Плеханова";"";"да";"ГУП «Мосгортранс»";"активна";"889088632";"{type=Point, coordinates=[37.75660188, 55.75945168]}";
